year_month,BDI_mean,Brent_USD_per_barrel,policy_rate,FAO_23012,FAO_23013,FAO_23014,BWA_FAO_CP_23012,BWA_FAO_CP_23013,BWA_FAO_CP_23014,KEN_FAO_CP_23012,KEN_FAO_CP_23013,KEN_FAO_CP_23014,NAM_FAO_CP_23012,NAM_FAO_CP_23013,NAM_FAO_CP_23014,ZAF_FAO_CP_23012,ZAF_FAO_CP_23013,ZAF_FAO_CP_23014,ZWE_FAO_CP_23012,ZWE_FAO_CP_23013,ZWE_FAO_CP_23014
2011-02,1181.1,103.72,12.0,78.584158,80.748715,5.292929,78.584158,80.748715,5.292929,70.228043,62.612284,9.817249,79.398659,72.027435,0.395974,78.459413,75.017971,3.578529,96.035671,98.812077,5.243446
2011-03,1492.695652173913,114.64,12.0,79.080937,81.461386,5.314461,79.080937,81.461386,5.314461,71.832159,65.078889,15.092287,79.97367,72.973303,1.689458,79.402813,75.881902,4.771372,96.685658,99.515365,3.473492
2011-04,1342.5555555555557,123.26,12.0,80.291835,83.44447,6.484777,80.291835,83.44447,6.484777,74.132685,68.175712,19.14034,80.735628,74.262141,3.937174,79.71728,76.02589,4.761905,96.848155,100.042832,3.07971
2011-05,1352.4,114.99,12.0,81.171547,84.146813,6.274459,81.171547,84.146813,6.274459,74.88212,69.044885,20.125405,81.122606,74.932962,5.490532,80.031746,77.177798,6.138614,97.010652,99.86701,2.342342
2011-06,1433.2272727272727,113.83,12.0,81.937414,84.559955,6.726633,81.937414,84.559955,6.726633,75.773806,70.206062,22.520917,81.323453,75.264091,5.921519,80.503446,77.465775,6.95825,97.173149,100.042832,3.07971
2011-07,1365.5238095238096,116.97,12.0,82.103007,84.756198,6.765548,82.103007,84.756198,6.765548,76.736394,71.405084,24.022718,81.819003,75.727825,4.991314,81.132379,78.041728,7.539683,97.335646,100.394476,3.442029
2011-08,1386.9545454545455,110.22,12.0,82.930971,85.220983,7.086308,82.930971,85.220983,7.086308,77.693085,72.678146,23.861226,82.13306,76.251121,5.974642,81.132379,78.185717,7.100592,97.498143,100.394476,3.442029
2011-09,1840.409090909091,112.83,12.0,83.262157,85.67544,7.727273,83.262157,85.67544,7.727273,78.482167,73.391793,24.366446,82.146008,76.207126,5.261212,81.761313,79.049647,8.498024,98.310627,100.921943,3.985507
2011-10,2072.4761904761904,109.55,12.0,83.593342,86.18154,8.363636,83.593342,86.18154,8.363636,79.717327,74.625184,26.203482,82.825731,77.260474,7.023723,82.233012,80.63352,10.23622,98.473124,101.097765,3.790614
2011-11,1835.3181818181818,110.77,12.0,84.141869,86.635997,8.582524,84.141869,86.635997,8.582524,80.926295,75.63686,26.203804,83.088444,77.731829,7.171133,82.233012,81.065485,10.826772,98.960615,102.504343,3.736655
2011-12,1868.8235294117646,107.87,12.0,84.410957,87.193739,9.01343,84.410957,87.193739,9.01343,81.52842,76.223793,24.98173,83.730809,78.991011,10.055897,82.547479,81.497451,11.198428,99.123112,102.855987,5.786618
2012-01,1039.3809523809523,110.69,12.0,84.855988,87.451953,8.91433,84.855988,87.451953,8.91433,81.983343,76.665098,24.573932,84.667765,79.360459,10.178972,82.861946,82.649358,10.172745,99.610602,103.207632,4.821429
2012-02,702.6190476190476,119.33,12.0,85.073328,87.958053,8.928115,85.073328,87.958053,8.928115,81.94985,76.431894,22.071723,85.313893,80.206456,11.355426,83.333646,82.361381,9.788868,100.098093,103.735098,4.982206
2012-03,858.9545454545455,125.45,12.0,85.456262,88.619081,8.786611,85.456262,88.619081,8.786611,83.047222,78.297319,20.311394,85.747577,80.651032,10.521285,84.277045,82.50537,8.728653,100.585584,104.614209,5.123675
2012-04,1020.5263157894736,119.75,12.0,86.284226,89.837852,7.661839,86.284226,89.837852,7.661839,83.814055,79.248525,16.241581,86.039497,81.062332,9.157008,84.748745,82.50537,8.522727,100.748081,104.790031,4.745167
2012-05,1103.695652173913,110.34,12.0,87.433027,90.550522,7.610163,87.433027,90.550522,7.610163,84.033941,79.107419,14.573902,86.252872,81.092013,8.219414,84.748745,82.50537,6.902985,100.748081,104.438387,4.577465
2012-06,937.421052631579,95.16,12.0,87.878057,91.159908,7.805057,87.878057,91.159908,7.805057,83.387828,77.597493,10.528196,86.066085,80.43317,6.867923,85.063212,82.217393,6.133829,101.073075,104.790031,4.745167
2012-07,1056.4545454545455,102.62,12.0,88.157495,91.562722,8.030709,88.157495,91.562722,8.030709,82.676031,76.135115,6.624222,86.95093,81.891274,8.13895,85.063212,82.217393,5.350554,101.235571,104.790031,4.378284
2012-08,758.9130434782609,113.36,12.0,88.426584,91.86225,7.792995,88.426584,91.86225,7.792995,82.42116,75.307712,3.618097,87.179964,81.763252,7.228918,85.534912,82.073404,4.972376,101.073075,104.614209,4.203152
2012-09,707.05,112.86,12.0,89.140703,92.22375,7.643159,89.140703,92.22375,7.643159,82.657309,75.527515,2.910029,87.914564,83.106834,9.053889,86.163845,83.657277,5.82878,101.560565,105.844965,4.878049
2012-10,952.4347826086956,111.71,12.0,89.523636,92.781492,7.658198,89.523636,92.781492,7.658198,83.014739,75.699822,1.440047,88.74029,84.846226,9.818413,86.792778,85.673115,6.25,101.885559,106.196609,5.043478
2012-11,1024.6363636363637,109.06,12.0,90.403348,93.081021,7.439199,90.403348,93.081021,7.439199,83.55827,76.946932,1.732054,89.34311,85.938871,10.558149,86.950011,86.825022,7.104796,101.885559,106.548253,3.945111
2012-12,855.6875,109.49,12.0,90.682786,93.494163,7.225776,90.682786,93.494163,7.225776,84.137617,77.539473,1.726075,89.075239,85.062198,7.685921,87.264478,86.825022,6.537102,102.048056,106.724076,3.760684
2013-01,770.5909090909091,112.96,12.0,91.231313,94.000263,7.487894,91.231313,94.000263,7.487894,84.99303,78.503983,2.398595,89.915765,85.318406,7.50745,87.578944,87.544965,5.923345,102.210553,107.07572,3.747871
2013-02,744.95,116.05,12.0,91.396905,94.403077,7.327384,91.396905,94.403077,7.327384,85.599919,79.51476,4.033481,90.282855,85.81281,6.989904,88.365111,87.112999,5.769231,103.185534,108.65812,4.745763
2013-03,876.1,108.47,12.0,91.893684,94.960819,7.156177,91.893684,94.960819,7.156177,86.460853,80.588819,2.926665,90.785946,86.219972,6.904982,89.465744,86.969011,5.410122,103.348031,109.009764,4.201681
2013-04,874.0,102.25,12.0,92.493958,95.270676,6.047367,92.493958,95.270676,6.047367,87.285195,82.077495,3.569745,91.081004,86.565339,6.788613,89.622977,87.400976,5.933682,103.185534,108.482298,3.52349
2013-05,851.3809523809524,102.56,12.0,92.773396,95.570205,5.543515,92.773396,95.570205,5.543515,87.438772,82.49201,4.278475,91.212584,86.766942,6.998136,89.465744,87.400976,5.933682,103.023037,108.130653,3.535354
2013-06,940.5,102.92,12.0,92.990737,95.725133,5.007931,92.990737,95.725133,5.007931,87.482952,82.639161,6.497205,91.439501,87.036006,8.209096,89.622977,87.400976,6.304729,102.860541,107.779009,2.852349
2013-07,1123.1304347826087,107.93,12.0,93.15633,95.828419,4.65877,93.15633,95.828419,4.65877,87.656355,82.558694,8.437078,92.073841,87.10083,6.361551,90.566377,87.688953,6.654991,102.535547,106.548253,1.677852
2013-08,1088.095238095238,111.28,12.0,93.37367,96.17959,4.699798,93.37367,96.17959,4.699798,87.922614,82.639159,9.735322,92.435153,87.681569,7.238358,90.880844,88.120918,7.368421,102.37305,105.669142,1.008403
2013-09,1680.5238095238096,111.6,12.0,93.60136,96.530761,4.670176,93.60136,96.530761,4.670176,89.507505,85.006921,12.55093,92.700448,88.064823,5.965802,91.352544,88.84086,6.196213,102.37305,105.49332,-0.332226
2013-10,1883.1739130434783,109.08,12.0,93.818701,96.788975,4.31927,93.818701,96.788975,4.31927,89.460724,84.806284,12.029701,93.062155,88.944679,4.830448,91.509777,89.560803,4.537815,102.37305,105.49332,-0.662252
2013-11,1558.857142857143,107.79,12.0,94.149887,97.047189,4.260985,94.149887,97.047189,4.260985,89.706439,85.1469,10.656654,93.30238,89.620137,4.283587,91.66701,90.280745,3.9801,102.535547,104.790031,-1.650165
2013-12,2178.0588235294117,110.76,12.0,94.418975,97.140146,3.899691,94.418975,97.140146,3.899691,90.152199,85.612073,10.410955,93.434145,90.237261,6.083857,91.824243,90.280745,3.9801,102.37305,104.438387,-2.14168
2014-01,1472.409090909091,108.12,12.0,95.195192,97.398361,3.614987,95.195192,97.398361,3.614987,91.122194,86.465947,10.142114,94.310792,91.289999,6.999184,92.453177,91.864617,4.934211,102.535547,104.965854,-1.970443
2014-02,1139.85,108.9,12.0,95.629873,97.749532,3.544858,95.629873,97.749532,3.544858,91.468702,86.779662,9.136545,94.954751,91.999659,7.209702,93.55381,92.296583,5.950413,102.698044,105.141676,-3.236246
2014-03,1484.142857142857,107.48,12.0,95.961058,98.007746,3.208614,95.961058,98.007746,3.208614,91.880099,87.267179,8.286955,95.539062,93.628138,8.59217,94.654443,93.736467,7.781457,102.37305,104.965854,-3.709677
2014-04,1045.35,107.76,12.0,96.726925,98.358917,3.241544,96.726925,98.358917,3.241544,92.878297,88.714342,8.086074,96.455378,94.279545,8.911426,95.283376,95.032363,8.731466,103.023037,104.438387,-3.727715
2014-05,992.6666666666666,109.54,12.0,96.954616,98.617131,3.188155,96.954616,98.617131,3.188155,93.820432,89.823203,8.887154,96.742577,95.350604,9.892779,95.440609,95.752305,9.555189,102.860541,104.086743,-3.739837
2014-06,911.5714285714286,111.8,12.0,97.223704,98.77206,3.182995,97.223704,98.77206,3.182995,93.95037,89.589041,8.409911,97.034639,95.808764,10.079457,95.755076,95.896293,9.719934,102.860541,104.086743,-3.425775
2014-07,795.5652173913044,106.77,12.0,97.337549,98.916659,3.222677,97.337549,98.916659,3.222677,94.38098,90.037347,9.058589,97.195964,94.910209,8.965907,96.541242,95.752305,9.195402,102.860541,103.559276,-2.805281
2014-08,937.1,101.61,12.0,97.606637,98.968302,2.899485,97.606637,98.968302,2.899485,95.272032,91.60879,10.853971,97.439992,95.197141,8.571439,96.855709,96.472247,9.477124,102.535547,102.680165,-2.828619
2014-09,1122.7272727272727,97.09,12.0,97.77223,99.123231,2.685641,97.77223,99.123231,2.685641,95.412472,92.143586,8.395393,97.59371,95.42699,8.35994,96.855709,96.472247,8.589951,102.535547,102.328521,-3.0
2014-10,1100.9565217391305,87.43,12.0,97.886075,99.226516,2.518408,97.886075,99.226516,2.518408,95.209233,91.730456,8.164692,97.710384,95.578833,7.458742,97.012942,96.472247,7.717042,102.37305,102.152698,-3.166667
2014-11,1332.15,79.44,12.0,98.165513,99.474402,2.501064,98.165513,99.474402,2.501064,95.166216,91.56579,7.538606,97.929002,96.096,7.225902,97.012942,96.904212,7.336523,101.723062,101.976876,-2.684564
2014-12,909.6111111111111,62.34,12.0,97.937823,99.62933,2.562467,97.937823,99.62933,2.562467,95.578348,92.213176,7.710481,97.763725,96.58445,7.033889,96.855709,96.616236,7.017544,101.560565,101.625232,-2.693603
2015-01,725.1904761904761,47.76,12.0,98.71404,99.62933,2.290562,98.71404,99.62933,2.290562,96.157799,93.101516,7.674199,98.518149,97.221561,6.497494,96.698475,97.480166,6.112853,101.235571,101.976876,-2.847571
2015-02,542.4444444444445,58.1,12.0,98.331106,99.835902,2.134404,98.331106,99.835902,2.134404,96.598536,94.326158,8.696157,98.352608,98.062113,6.589649,97.327409,97.912131,6.084243,101.235571,102.152698,-2.842809
2015-03,575.9545454545455,55.89,12.0,98.651942,99.835902,1.865318,98.651942,99.835902,1.865318,97.679681,96.827732,10.955497,98.789346,98.773853,5.495907,98.585275,98.632074,5.222734,101.235571,101.976876,-2.847571
2015-04,591.35,59.52,12.0,99.697247,99.835902,1.501628,99.697247,99.835902,1.501628,99.456056,100.619416,13.41956,99.281816,99.167177,5.184191,99.528675,99.208027,4.393939,100.26059,101.44941,-2.861953
2015-05,597.0,64.08,12.0,99.86284,99.887545,1.288228,99.86284,99.887545,1.288228,100.263556,101.682715,13.203172,99.65156,99.617657,4.475119,99.685908,99.783981,4.210526,100.098093,101.097765,-2.871622
2015-06,699.0454545454545,61.48,12.0,100.256123,99.784259,1.024783,100.256123,99.784259,1.024783,100.558615,101.580835,13.385336,99.990365,99.75326,4.117052,100.157608,99.783981,4.054054,99.935596,100.570299,-3.378378
2015-07,975.3478260869565,56.56,12.0,100.359619,99.887545,0.981518,100.359619,99.887545,0.981518,100.630721,100.968493,12.140679,100.387203,99.934346,5.293568,101.101008,99.783981,4.210526,99.935596,99.691188,-3.735144
2015-08,1065.55,46.52,12.0,100.525211,100.042473,1.085368,100.525211,100.042473,1.085368,100.837906,100.703442,9.927707,100.70495,100.445123,5.512752,101.101008,100.503923,4.179104,99.610602,98.987899,-3.59589
2015-09,888.6818181818181,47.62,12.0,100.690804,100.187073,1.073252,100.690804,100.187073,1.073252,101.105731,101.184752,9.81204,100.837315,100.880078,5.714409,101.101008,100.647912,4.328358,99.285609,98.460432,-3.780069
2015-10,793.0,48.43,12.0,100.970242,100.393644,1.176226,100.970242,100.393644,1.176226,101.608609,102.072152,11.274004,100.999887,101.650073,6.352075,101.415474,101.367854,5.074627,98.960615,97.932966,-4.130809
2015-11,582.2380952380952,44.27,12.0,101.02199,100.342001,0.872184,101.02199,100.342001,0.872184,102.135072,103.170575,12.673713,101.172799,102.387582,6.547185,101.572708,102.231784,5.497771,99.123112,98.108788,-3.793103
2015-12,519.1666666666666,38.01,12.0,100.970242,100.342001,0.715322,100.970242,100.342001,0.715322,103.231327,104.438893,13.258103,101.377295,102.24893,5.864796,101.887174,102.807738,6.408346,99.123112,97.757143,-3.806228
2016-01,386.3,30.7,12.0,101.353176,100.796458,1.17147,101.353176,100.796458,1.17147,103.636514,104.931799,12.706863,103.778696,103.171547,6.120027,102.673341,104.535599,7.237814,99.123112,97.932966,-3.965517
2016-02,306.9047619047619,32.18,12.0,101.291078,101.405843,1.572522,101.291078,101.405843,1.572522,103.202707,104.485058,10.769972,104.395931,105.152988,7.231003,104.08844,107.127391,9.411765,98.960615,97.932966,-4.130809
2016-03,383.3333333333333,38.21,12.0,101.684361,101.7157,1.882888,101.684361,101.7157,1.882888,103.982687,105.939055,9.409829,105.206764,108.377746,9.723113,105.03184,109.143229,10.656934,98.798118,97.757143,-4.137931
2016-04,607.4761904761905,41.58,12.0,102.543374,102.511,2.679495,102.543374,102.511,2.679495,104.701968,107.501792,6.840008,105.839198,110.121522,11.046341,105.97524,111.447044,12.33672,98.635621,97.405499,-3.986135
2016-05,619.9,46.74,12.0,102.677919,102.603957,2.719471,102.677919,102.603957,2.719471,105.279235,108.381243,6.587677,106.37365,111.729197,12.158025,106.132473,111.735021,11.976912,98.310627,96.878032,-4.173913
2016-06,607.8636363636364,48.25,12.0,102.895259,102.325086,2.54632,102.895259,102.325086,2.54632,106.389016,110.612932,8.891537,106.721043,111.031687,11.306324,106.761406,111.735021,11.976912,98.635621,96.526388,-4.020979
2016-07,707.4285714285714,44.95,12.0,103.050502,102.572971,2.68845,103.050502,102.572971,2.68845,107.066887,111.850218,10.777348,107.406923,112.163014,12.236703,107.704806,112.310974,12.554113,98.310627,95.998921,-3.703704
2016-08,672.9090909090909,45.84,12.0,103.216095,102.934471,2.89077,103.216095,102.934471,2.89077,107.1462,111.633061,10.853272,107.585073,111.967371,11.471187,107.547573,113.318893,12.750716,98.310627,95.647277,-3.374778
2016-09,827.7727272727273,46.57,12.0,103.495533,103.285642,3.092784,103.495533,103.285642,3.092784,107.515433,112.251405,10.937076,107.798854,112.93708,11.951817,107.704806,113.462882,12.732475,97.985633,95.647277,-2.857143
2016-10,868.4761904761905,49.52,12.0,103.702524,103.667799,3.261317,103.702524,103.667799,3.261317,108.184969,113.332912,11.032157,108.330633,113.564839,11.721356,108.176506,114.326812,12.784091,98.14813,95.998921,-1.974865
2016-11,1071.8181818181818,44.73,12.0,103.909515,104.184227,3.82913,103.909515,104.184227,3.82913,108.955478,114.656475,11.132922,108.598174,114.266276,11.601694,108.648206,114.902766,12.394366,98.14813,96.526388,-1.612903
2016-12,1049.5294117647059,53.31,12.0,104.013011,104.318499,3.962944,104.013011,104.318499,3.962944,109.786108,116.160845,11.223742,108.775601,114.988466,12.459334,108.962672,115.910685,12.745098,98.14813,96.878032,-0.899281
2017-01,907.1428571428571,54.58,12.0,104.530489,105.248069,4.416436,104.530489,105.248069,4.416436,110.883813,118.09099,12.540708,112.286795,116.835519,13.243934,109.748839,117.638546,12.534435,98.473124,97.757143,-0.179533
2017-02,759.45,54.87,12.0,104.73748,105.661212,4.196374,104.73748,105.661212,4.196374,112.79381,121.730132,16.504823,112.489156,117.081753,11.344201,110.849472,118.358488,10.483871,98.960615,99.163721,1.256732
2017-03,1141.391304347826,51.59,12.0,105.254957,106.17764,4.386677,105.254957,106.17764,4.386677,114.67302,125.597199,18.556088,112.621624,116.330686,7.338167,111.478405,118.934442,8.970976,98.960615,98.987899,1.258993
2017-04,1221.8333333333333,52.31,12.0,106.082922,106.487497,3.879093,106.082922,106.487497,3.879093,116.721269,130.060276,20.984286,112.914536,116.492871,5.785744,111.635638,118.790454,6.589147,99.123112,98.636254,1.263538
2017-05,973.1428571428571,50.33,12.0,106.289913,106.797354,4.086974,106.289913,106.797354,4.086974,117.592508,131.704737,21.519862,113.054839,115.9022,3.734926,111.792872,119.366407,6.829897,99.123112,98.636254,1.814882
2017-06,860.2272727272727,46.37,12.0,106.496904,106.694068,4.269708,106.496904,106.694068,4.269708,116.183544,128.101772,15.810845,113.210756,116.139596,4.600407,112.107338,119.366407,6.829897,98.798118,98.28461,1.821494
2017-07,906.047619047619,48.48,12.0,106.600399,107.003925,4.319807,106.600399,107.003925,4.319807,115.063281,125.481947,12.187486,113.255995,116.952617,4.270216,112.264572,119.510396,6.410256,98.473124,97.932966,2.014652
2017-08,1141.7727272727273,51.7,12.0,106.703895,106.90064,3.853101,106.703895,106.90064,3.853101,115.766777,126.784539,13.572573,113.354718,117.108431,4.59157,112.421805,119.222419,5.209657,98.473124,97.405499,1.838235
2017-09,1363.5238095238096,56.15,12.0,106.80739,106.17764,2.8,106.80739,106.17764,2.8,115.101198,125.157872,11.497822,113.797533,117.684754,4.203822,112.893505,119.222419,5.076142,98.798118,98.108788,2.573529
2017-10,1484.2272727272727,57.51,12.0,106.80739,106.17764,2.421042,106.80739,106.17764,2.421042,114.375152,122.930872,8.46882,113.924883,117.816751,3.744039,113.365205,119.942361,4.911839,100.26059,100.218654,4.395604
2017-11,1453.8636363636363,62.71,12.0,107.014381,105.971069,1.715079,107.014381,105.971069,1.715079,114.111091,121.290851,5.786307,114.219298,117.646377,2.958092,113.365205,120.374326,4.761905,101.073075,101.976876,5.64663
2017-12,1618.6875,64.37,12.0,107.324868,105.454641,1.089109,107.324868,105.454641,1.089109,114.721597,121.591737,4.675321,114.39646,117.774322,2.422727,113.836904,120.806292,4.223602,101.560565,103.383454,6.715064
2018-01,1242.0,69.08,12.0,107.73885,105.661212,0.392542,107.73885,105.661212,0.392542,116.234886,123.648316,4.70597,116.278845,119.151934,1.982629,114.465838,122.246176,3.916769,101.885559,103.735098,6.115108
2018-02,1124.6,65.32,12.0,108.049337,106.074354,0.391007,108.049337,106.074354,0.391007,117.820223,126.397944,3.834557,116.448257,119.457584,2.029206,115.094771,122.390164,3.406326,101.885559,103.559276,4.432624
2018-03,1154.2380952380952,66.02,12.0,108.256328,106.17764,0.0,108.256328,106.17764,0.0,119.461382,128.349124,2.191072,116.579616,119.520224,2.741786,115.566471,122.390164,2.905569,101.723062,103.559276,4.618117
2018-04,1128.9,72.11,12.0,109.705265,106.280926,-0.193986,109.705265,106.280926,-0.193986,121.069261,130.392453,0.255402,116.957926,119.828905,2.863723,116.352637,122.82213,3.393939,101.723062,103.559276,4.991087
2018-05,1293.095238095238,76.98,12.0,109.808761,106.280926,-0.483559,109.808761,106.280926,-0.483559,122.23989,132.156543,0.343044,117.398838,120.424798,3.902082,116.667104,122.678141,2.774427,101.723062,103.559276,4.991087
2018-06,1351.6190476190477,74.41,12.0,109.808761,105.971069,-0.677638,109.808761,105.971069,-0.677638,121.151678,129.255026,0.900264,117.692046,120.579651,3.823032,116.98157,122.82213,2.895054,101.723062,103.207632,5.008945
2018-07,1649.7727272727273,74.25,12.0,109.912256,105.764498,-1.158301,109.912256,105.764498,-1.158301,120.06973,126.148926,0.531533,118.312599,120.399937,2.947621,117.92497,123.110106,3.012048,102.698044,104.086743,6.283662
2018-08,1710.409090909091,72.53,12.0,109.912256,105.454641,-1.352657,109.912256,105.454641,-1.352657,120.440575,125.320207,-1.154977,118.353098,120.219862,2.65688,117.767737,122.966118,3.140097,103.185534,104.790031,7.581227
2018-09,1447.35,78.89,12.0,109.912256,105.144784,-0.972763,109.912256,105.144784,-0.972763,121.666865,125.786003,0.501871,119.245734,120.640458,2.511544,118.39667,123.398083,3.502415,104.160516,105.844965,7.885305
2018-10,1544.695652173913,81.03,12.0,110.615405,104.992437,-1.116245,110.615405,104.992437,-1.116245,120.70083,123.566063,0.516706,119.752667,121.364875,3.011562,119.025603,123.542072,3.0012,121.222691,127.119451,26.842105
2018-11,1192.0,64.75,12.0,111.050707,105.144784,-0.779727,111.050707,105.144784,-0.779727,120.483799,123.382419,1.724423,120.564744,123.194378,4.715829,119.182836,124.118025,3.110048,132.434977,145.580782,42.758621
2018-12,1335.125,57.36,12.0,111.154203,105.248069,-0.195886,111.154203,105.248069,-0.195886,121.272867,124.678383,2.538532,120.287543,123.856492,5.164258,119.025603,124.118025,2.741359,144.297251,158.767447,53.571429
2019-01,1063.3181818181818,59.41,12.0,111.487665,105.669062,0.007429,111.487665,105.669062,0.007429,121.695471,125.645336,1.615081,121.695136,125.999054,5.746545,118.86837,125.845887,2.944641,159.896954,169.844245,63.728814
2019-02,628.75,63.96,12.0,111.709974,105.879558,-0.183642,111.709974,105.879558,-0.183642,122.694026,127.781673,1.09474,121.590915,126.487766,5.885086,119.81177,125.845887,2.823529,162.496904,175.8222,69.779287
2019-03,680.4285714285714,66.14,12.0,111.821128,106.30055,0.115759,111.821128,106.30055,0.115759,124.586199,132.560364,3.281082,121.822809,126.484702,5.827029,120.755169,126.277852,3.176471,169.646768,184.789132,78.438031
2019-04,773.25,71.23,12.0,112.488053,106.721542,0.414577,112.488053,106.721542,0.414577,125.569699,135.11998,3.625614,122.255103,126.190736,5.309096,121.384103,126.565829,3.048066,178.909092,199.206553,92.359932
2019-05,1035.6666666666667,71.32,12.0,112.599207,107.353031,1.008746,112.599207,107.353031,1.008746,126.504351,137.441731,3.999188,122.183785,125.782452,4.448962,121.855802,126.997794,3.521127,201.496161,234.370993,126.315789
2019-06,1174.4,64.22,12.0,112.821516,107.353031,1.304094,112.821516,107.353031,1.304094,127.011235,138.516917,7.165594,122.32845,125.29609,3.911472,122.170269,127.429759,3.751465,280.469657,363.424488,252.129472
2019-07,1869.7391304347825,63.92,12.0,113.043824,107.458279,1.601465,113.043824,107.458279,1.601465,127.389809,139.270295,10.401491,122.618252,124.53519,3.434597,122.641969,127.429759,3.508772,339.456033,435.863234,318.75
2019-08,1981.857142857143,59.04,12.0,113.043824,107.458279,1.9,113.043824,107.458279,1.9,127.649129,139.456685,11.280287,122.738577,125.156087,4.105997,122.956435,128.149701,4.215457,400.879863,516.741447,393.120805
2019-09,2254.714285714286,62.83,12.0,113.154978,107.774023,2.500589,113.154978,107.774023,2.500589,127.842997,139.907076,11.226267,123.1319,125.90393,4.362941,123.270902,128.437678,4.084014,471.89101,617.66339,483.554817
2019-10,1825.8695652173913,59.71,12.0,113.266133,107.668775,2.549077,113.266133,107.668775,2.549077,128.267449,140.711417,13.875456,123.369205,126.189771,3.975529,123.270902,128.29369,3.846154,654.700028,916.385308,620.885201
2019-11,1419.2857142857142,63.21,12.0,113.377287,107.879271,2.600688,113.377287,107.879271,2.600688,129.036857,142.46009,15.462229,123.547356,126.734169,2.873338,123.428135,128.725655,3.712297,769.097849,1123.679682,671.859903
2019-12,1380.7058823529412,67.31,12.0,113.599595,108.405511,3.0,113.599595,108.405511,3.0,129.952411,144.429756,15.841858,123.369205,126.019646,1.746501,123.742602,129.013632,3.944316,896.332925,1300.732638,719.269103
2020-01,701.0909090909091,63.65,12.0,114.044212,109.142248,3.286853,114.044212,109.142248,3.286853,130.682953,145.893986,16.115719,124.188698,128.750143,2.18342,124.057069,130.597505,3.775744,916.320044,1333.963034,685.403727
2020-02,460.6,55.66,12.0,114.155366,109.668488,3.578529,114.155366,109.668488,3.578529,131.495729,147.873802,15.723795,124.571721,129.983545,2.763729,125.157702,131.173458,4.23341,1040.305182,1424.687289,710.3
2020-03,601.0909090909091,32.01,12.0,114.26652,109.878984,3.366337,114.26652,109.878984,3.366337,131.865402,148.737192,12.203367,124.691016,130.157698,2.903905,125.786635,131.461435,4.104903,1316.874913,1676.640502,807.326356
2020-04,663.9,18.38,12.0,115.266908,110.089481,3.155819,115.266908,110.089481,3.155819,133.116794,151.372142,12.027949,124.263877,131.543245,4.241603,125.000468,131.893401,4.209329,1549.245487,2152.239554,980.406002
2020-05,489.10526315789474,29.38,12.0,115.266908,110.720969,3.137255,115.266908,110.720969,3.137255,133.247831,151.513334,10.238231,124.700846,131.691249,4.697632,124.214302,132.325366,4.195011,1783.72852,2469.071159,953.488372
2020-06,1146.4545454545455,40.27,12.0,113.821904,111.247209,3.627451,113.821904,111.247209,3.627451,132.835424,149.614683,8.011849,124.951954,131.23969,4.743643,124.843235,132.613343,4.067797,2348.405263,3400.92882,835.800677
2020-07,1632.8260869565217,43.24,12.0,114.044212,111.668202,3.917728,114.044212,111.668202,3.917728,132.943845,148.230946,6.434001,125.177061,132.104373,6.077947,126.572801,132.757331,4.180791,3182.826867,4692.870348,976.684147
2020-08,1522.0588235294117,44.74,12.0,114.26652,112.089194,4.3095,114.26652,112.089194,4.3095,133.212596,146.865582,5.312687,125.703964,133.703027,6.829025,126.730035,132.90132,3.707865,3451.43425,4988.603289,865.396393
2020-09,1410.7727272727273,40.91,12.0,115.155754,112.29969,4.199219,115.155754,112.29969,4.199219,133.210249,147.101724,5.142447,126.106911,134.239016,6.620196,126.887268,133.045308,3.587444,3583.381736,5092.338387,724.452035
2020-10,1630.7727272727273,40.19,12.0,115.711525,112.29969,4.301075,115.711525,112.29969,4.301075,134.478004,148.905116,5.823051,126.172312,135.152221,7.102358,127.358968,134.917158,5.162738,3740.191249,5245.127879,472.37145
2020-11,1183.65,42.69,12.0,115.933833,112.510186,4.292683,115.933833,112.510186,4.292683,135.919605,151.125266,6.082528,126.301036,135.540261,6.948476,127.358968,135.781088,5.480984,3858.001505,5450.312387,385.041465
2020-12,1243.6666666666667,49.99,12.0,116.044988,112.29969,3.592233,116.044988,112.29969,3.592233,137.25235,154.84881,7.213925,126.313595,135.637466,7.632,127.516201,136.645019,5.915179,4020.9859,5806.528164,346.404434
2021-01,1657.5,54.77,12.0,116.600759,112.82593,3.375121,116.600759,112.82593,3.375121,138.123728,157.252556,7.785496,127.513256,135.478273,5.225727,127.987901,137.508949,5.292172,4239.219243,6261.731841,369.408198
2021-02,1499.6,62.28,12.0,116.934221,113.667915,3.646833,116.934221,113.667915,3.646833,139.092078,158.53171,7.207435,127.967971,137.104316,5.47821,128.931301,137.796926,5.049396,4385.628954,6538.651806,358.953474
2021-03,2017.608695652174,65.41,12.0,120.661666,117.926778,7.324234,120.661666,117.926778,7.324234,139.642695,158.588646,6.623397,128.59706,138.776001,6.621432,129.717467,138.948834,5.695509,4484.589568,6703.221386,299.800755
2021-04,2475.05,64.81,12.0,124.204929,123.198443,11.907553,124.204929,123.198443,11.907553,140.785982,161.28738,6.550239,129.061358,139.313029,5.906638,130.660867,140.244729,6.331878,4555.763213,6814.165194,216.60812
