Date,general_cpi,food_cpi,food_inflation,bdi_mean,bdi_std,bdi_min,bdi_max,bdi_range,bdi_cv,bdi_month_return,bdi_first_second_change,bdi_pct_extreme_days,bdi_positive_days,bdi_intraday_range_mean,bdi_last,bdi_momentum_3m,bdi_roll3_mean,bdi_roll6_mean,bdi_roll3_std,Brent_USD_per_barrel,brent_mom_pct,brent_yoy_pct,brent_roll3_mean,policy_rate,policy_change_1m,policy_change_12m,bwa_food_inflation_hcp,ken_food_inflation,nam_food_inflation,zaf_food_inflation,zwe_food_inflation,Brent_USD_per_barrel_lag12,bdi_mean_lag12,policy_rate_lag12,zaf_food_inflation_lag12,bdi_momentum_3m_lag12,food_inflation_lag1,food_inflation_lag2,food_inflation_lag3,food_inflation_lag6,food_inflation_lag12,food_inflation_lag13,food_inflation_lag18,food_inflation_lag24,food_inflation_roll3,food_inflation_roll6,food_inflation_roll12
2004-04-01,43.939273,41.933971,5.181347,4490.0,238.10258735524727,3982.0,4763.0,781.0,0.05302952947778335,-0.16397228637413397,-0.054892788885301025,0.1,0.25,0.0,3982.0,-0.14140540343656383,5023.741304347826,4860.016683919945,488.9584079278823,33.59,0.07384910485933505,0.3436000000000001,32.693333333333335,12.0,0.0,-0.5,5.181347,10.140707,1.280647,2.147245,1.773752,25.0,2063.55,12.5,11.47032,0.2182503689789348,5.263158,5.039788,5.630027,7.542404,11.533088,10.782214,11.244292,7.2758,5.3109910000000005,6.025005666666668,8.259495666666666
2004-05-01,44.544194,42.037256,4.627249,3595.684210526316,269.8108499242425,3286.0,3933.0,647.0,0.0750374154477679,-0.16450546656496312,-0.12888005530591085,0.0,0.15789473684210525,0.0,3286.0,-0.3402474820366206,4405.619374523265,4750.8973856743305,771.214771708211,37.57,0.2174335709656514,0.4528228924980666,34.93,12.0,0.0,-0.5,4.627249,6.198866,1.907785,1.719126,1.771134,25.86,2231.2,12.5,11.27738,0.3330943418772778,5.181347,5.263158,5.039788,6.644127,11.41154,11.533088,11.139908,7.724501,5.161430999999999,5.631496166666667,7.730183916666667
2004-06-01,44.874151,42.347113,4.591837,2901.590909090909,218.20101241328334,2622.0,3282.0,660.0,0.07520047423971542,-0.08439975624619134,-0.10376069391634979,0.045454545454545456,0.2727272727272727,0.0,3005.0,-0.43451713813187154,3662.4250398724084,4466.329203856149,796.3049753373492,35.18,0.046089800773119194,0.2723327305605787,35.446666666666665,12.0,0.0,-1.0,4.591837,7.938577,0.642833,1.445659,1.768523,27.65,2135.904761904762,13.0,8.999999,0.15469172351654015,4.627249,5.181347,5.263158,6.03053,11.292112,11.41154,11.037445,8.50368,5.023918,5.295349833333333,7.164826333333333
2004-07-01,44.819158,42.037256,3.826531,3778.409090909091,285.93933074308063,3115.0,4086.0,971.0,0.07567717625681532,0.29951845906902097,0.058976518379074694,0.2727272727272727,0.6363636363636364,0.0,4048.0,-0.15848349868394407,3425.228070175439,4224.484687261632,462.5948581958358,38.22,0.13783864245311084,0.3481481481481481,36.99,12.0,0.0,-1.0,3.826531,11.450578,0.670708,0.889891,1.765921,28.35,2191.913043478261,13.0,7.503716,0.06220495916176527,4.591837,4.627249,5.181347,5.630027,10.330383,11.292112,10.723638,9.027878,4.800144333333333,5.055567666666667,6.606470083333334
2004-08-01,44.984137,42.140542,3.816794,4169.0,46.203895939628296,4088.0,4233.0,145.0,0.011082728697440225,0.02097560975609758,0.01593025429039452,0.0,0.7142857142857143,0.0,4186.0,0.1594455341198513,3616.3333333333335,4010.976353928299,649.0630665236397,42.74,0.13760979504924142,0.42990966878554704,38.71333333333334,12.0,0.0,-1.0,3.816794,21.426444,0.465531,0.639222,1.763326,29.89,2285.95,13.0,5.730268,0.024538365005378315,3.826531,4.591837,4.627249,5.039788,9.664176,10.330383,10.900273,9.716459,4.348539,4.754985,6.064482416666666
2004-09-01,45.259101,42.243828,4.071247,4140.772727272727,71.03716788258961,4014.0,4233.0,219.0,0.01715553413852236,-0.007014997581035298,0.014707183297947513,0.0,0.5,0.0,4105.0,0.4270697893005404,4029.3939393939395,3845.909489633174,217.81698822206104,43.2,0.22797043774872106,0.5935079306528956,41.38666666666666,12.0,0.0,-1.0,4.071247,25.82711,-0.240317,0.848864,1.760739,27.11,2462.8636363636365,13.0,3.574533,0.15307745939350714,3.816794,3.826531,4.591837,5.263158,8.732615,9.664176,10.782214,10.486601,4.078387333333333,4.551152666666667,5.577200583333333
2004-10-01,45.534065,42.347113,4.591837,4539.428571428572,277.89144848817705,4112.0,4922.0,810.0,0.06121727528377515,0.19698443579766534,0.10829314520374855,0.0,1.0,0.0,4922.0,0.20141267454350165,4283.0670995671,3854.147584871269,222.4637002358893,49.78,0.3024594453165883,0.6811887875717664,45.24,12.0,0.0,-1.0,4.591837,24.892594,1.656831,1.038646,1.758159,29.61,4162.565217391304,13.0,2.338437,0.8990558178283807,4.071247,3.816794,3.826531,5.181347,7.542404,8.732615,11.533088,11.244292,3.9048573333333336,4.352500833333333,5.18875325
2004-11-01,45.644051,42.450399,4.846939,5308.909090909091,348.3562638737627,4928.0,6051.0,1123.0,0.06561729686995085,0.22788149350649345,0.10815494025486427,0.0,1.0,0.0,6051.0,0.27342506378246356,4663.036796536797,4139.6850649350645,593.7970074008501,43.11,0.008656995788488553,0.49947826086956515,45.36333333333334,12.0,0.0,-1.0,4.846939,23.6429,0.879407,1.21012,1.755587,28.75,4250.4,13.0,2.350453,0.8593582536800892,4.591837,4.071247,3.816794,4.627249,6.644127,7.542404,11.41154,11.139908,4.159959333333333,4.254249166666667,4.942872666666667
2004-12-01,45.809029,42.553685,4.834606,5518.833333333333,615.1266010295097,4598.0,6208.0,1610.0,0.11145953571639715,-0.24523965856861463,-0.18790448706622964,0.2222222222222222,0.2222222222222222,0.0,4598.0,0.3328027633548123,5122.390331890332,4575.892135642135,515.6552700301423,39.6,-0.08333333333333337,0.32841328413284154,44.163333333333334,12.0,0.0,-1.0,4.834606,23.202918,1.639353,1.297636,1.753022,29.81,4609.0,13.0,1.613104,0.8713987782145691,4.846939,4.591837,4.071247,4.591837,6.03053,6.644127,11.292112,11.037445,4.503341,4.290864166666666,4.793107
2005-01-01,46.029,42.65697,4.822335,4501.9,163.0533977760531,4292.0,4776.0,484.0,0.03621879601413917,0.007181328545780907,-0.03726910101864778,0.1,0.5,0.0,4488.0,-0.00826724572004034,5109.880808080808,4696.473953823954,536.8869006925923,44.51,-0.10586580956207314,0.42295396419437337,42.406666666666666,12.0,0.0,0.0,4.822335,20.135589,1.041113,1.245711,1.750465,31.28,5229.476190476191,12.0,1.317622,0.25631093264972904,4.834606,4.846939,4.591837,3.826531,5.630027,6.03053,10.330383,10.723638,4.757794,4.331325666666666,4.6934466666666665
2005-02-01,46.193979,42.553685,4.040404,4532.25,247.28800064531617,4175.0,4880.0,705.0,0.05456186235210241,0.05727069351230418,0.10126113278246152,0.0,0.55,0.0,4726.0,-0.1462935374499127,4850.9944444444445,4757.015620490621,578.5644879866582,45.48,0.05497564370215713,0.47375243033052494,43.19666666666666,12.0,0.0,0.0,4.040404,18.845709,1.100071,1.10685,1.747915,30.86,5450.05,12.0,2.421281,0.28224402409185023,4.822335,4.834606,4.846939,3.816794,5.039788,5.630027,9.664176,10.900273,4.834626666666666,4.497293,4.626138999999999
2005-03-01,46.303965,42.553685,3.0,4677.9047619047615,59.61703176266389,4575.0,4791.0,216.0,0.012744387668634125,-0.005575809564657974,-0.012456533498184097,0.0,0.42857142857142855,0.0,4637.0,-0.15237433722620808,4570.684920634921,4846.537626262626,94.08693531225121,53.1,0.34090909090909083,0.5789473684210527,47.696666666666665,12.0,0.0,0.0,3.0,19.13633,0.46393,0.859967,1.745373,33.63,5131.173913043478,12.0,2.133007,0.1132944050864566,4.040404,4.822335,4.834606,4.071247,5.263158,5.039788,8.732615,10.782214,4.565781666666667,4.534561333333333,4.542857
2005-04-01,46.633922,42.966827,2.463054,4532.476190476191,305.6587343832365,3850.0,4835.0,985.0,0.06743747160227738,-0.1679273827534039,-0.08183850883787269,0.047619047619047616,0.47619047619047616,0.0,3850.0,0.006791841328370518,4580.876984126983,4845.378896103895,84.0285965365809,51.88,0.16558076836665925,0.5445072938374516,50.153333333333336,12.0,0.0,0.0,2.463054,21.725574,0.832279,0.914554,1.742838,33.59,4490.0,12.0,2.147245,-0.14140540343656383,3.0,4.040404,4.822335,4.591837,5.181347,5.263158,7.542404,11.533088,3.9542463333333333,4.356020166666666,4.3542605
2005-05-01,47.348828,42.863541,1.965602,3667.4,255.4884692011302,3219.0,4024.0,805.0,0.06966474047039597,-0.15622542595019662,-0.10795098318609286,0.0,0.2,0.0,3219.0,-0.1908213359810249,4292.59365079365,4571.794047619048,546.2945113136892,48.65,0.0697009674582234,0.29491615650785197,51.21,12.0,0.0,0.0,1.965602,20.005455,-1.853283,0.681473,1.74031,37.57,3595.684210526316,12.0,1.719126,-0.3402474820366206,2.463054,3.0,4.040404,4.846939,4.627249,5.181347,6.644127,11.41154,3.1678193333333335,4.001223,4.127736083333333
2005-06-01,48.063735,43.689827,3.170732,2746.090909090909,223.10469656129075,2510.0,3180.0,670.0,0.08124446857265528,-0.20723270440251573,-0.12250606004102182,0.0,0.18181818181818182,0.0,2521.0,-0.41296562267489423,3648.6556998557003,4109.670310245309,893.3401395764216,54.35,0.02354048964218447,0.544911881750995,51.626666666666665,12.0,0.0,0.0,3.170732,16.063624,-0.863584,0.726213,1.73779,35.18,2901.590909090909,12.0,1.445659,-0.43451713813187154,1.965602,2.463054,3.0,4.834606,4.591837,4.627249,6.03053,11.292112,2.4762186666666666,3.5210001666666666,3.9059321666666666
2005-07-01,48.503678,44.412826,5.651106,2220.095238095238,211.47125212706922,1804.0,2486.0,682.0,0.09525323441011654,-0.2743362831858407,-0.14228889906856013,0.09523809523809523,0.0,0.0,1804.0,-0.510180496312328,2877.8620490620488,3729.369516594517,732.5950405613062,57.52,0.10871241326137238,0.5049712192569338,53.50666666666667,12.0,0.0,0.0,5.651106,15.850993,0.471366,2.081051,1.735277,38.22,3778.409090909091,12.0,0.889891,-0.15848349868394407,3.170732,1.965602,2.463054,4.822335,3.826531,4.591837,5.630027,10.330383,2.5331293333333336,3.243687833333334,3.78750675
2005-08-01,49.32857,44.825969,6.372549,2206.590909090909,345.2538967872097,1747.0,2634.0,887.0,0.1564648414732437,0.4652345958168458,0.3199522102747909,0.2727272727272727,0.6818181818181818,0.0,2592.0,-0.3983228147758878,2390.9256854256855,3341.759668109668,307.6562104059364,63.98,0.31510791366906465,0.4969583528310715,58.61666666666667,12.0,0.0,0.0,6.372549,9.189838,1.163317,2.402655,1.732772,42.74,4169.0,12.0,0.639222,0.1594455341198513,5.651106,3.170732,1.965602,4.040404,3.816794,3.826531,5.039788,9.664176,3.5958133333333335,3.381816333333333,3.9395546666666665
2005-09-01,49.768513,45.342397,7.334963,2803.5454545454545,231.94595578911571,2418.0,3073.0,655.0,0.08273308193132958,0.14089481946624804,0.14853520047375213,0.045454545454545456,0.5454545454545454,0.0,2907.0,0.020922302777501844,2410.0772005772,3029.36645021645,340.8203953493471,62.91,0.15749770009199615,0.4562499999999998,61.47,12.0,0.0,0.0,7.334963,5.682105,2.5788,2.690767,1.730273,43.2,4140.772727272727,12.0,0.848864,0.4270697893005404,6.372549,5.651106,3.170732,3.0,4.071247,3.816794,5.263158,8.732615,5.064795666666666,3.770507166666667,4.1525342499999995
2005-10-01,50.648398,45.755539,8.04878,3161.4285714285716,117.39359924142859,2944.0,3370.0,426.0,0.03713308606823317,0.057404891304347894,0.011621481659352062,0.0,0.6190476190476191,0.0,3113.0,0.42400583415554904,2723.8549783549784,2800.858513708514,482.38124896311297,58.54,0.01773296244784417,0.17597428686219363,61.809999999999995,12.0,0.0,0.0,8.04878,4.950735,2.338098,2.179266,1.727782,49.78,4539.428571428572,12.0,1.038646,0.20141267454350165,7.334963,6.372549,5.651106,2.463054,4.591837,4.071247,5.181347,7.542404,6.452872666666667,4.4930010000000005,4.424510583333333
2005-11-01,50.813377,46.168682,8.759124,2915.5,109.64868140262031,2739.0,3081.0,342.0,0.03760887717462538,-0.100941252839987,-0.056686663030964035,0.0,0.2727272727272727,0.0,2770.0,0.3212689257390051,2960.158008658009,2675.541847041847,183.07330400817276,55.24,-0.13660518912160047,0.2813732312688473,58.89666666666667,12.0,0.0,0.0,8.759124,6.188752,4.076701,1.942944,1.725298,43.11,5308.909090909091,12.0,1.21012,0.27342506378246356,8.04878,7.334963,6.372549,1.965602,4.846939,4.591837,4.627249,6.644127,7.252097333333334,5.423955333333335,4.712589166666667
2005-12-01,50.978355,46.271968,8.737864,2600.0,123.75883806823657,2407.0,2772.0,365.0,0.047599553103167914,-0.13167388167388172,-0.0785966820777807,0.0,0.058823529411764705,0.0,2407.0,-0.07260287298550538,2892.3095238095243,2651.193362193362,281.431801407621,56.86,-0.09616913050389442,0.4358585858585857,56.879999999999995,12.0,0.0,0.0,8.737864,6.549924,4.568877,3.447806,1.722821,39.6,5518.833333333333,12.0,1.297636,0.3328027633548123,8.759124,8.04878,7.334963,3.170732,4.834606,4.846939,4.591837,6.03053,8.047622333333335,6.556209,5.038604583333334
2006-01-01,51.858241,47.201538,10.653753,2261.7619047619046,180.60119179061493,2033.0,2497.0,464.0,0.07984978056725507,-0.14643150123051685,-0.13166681809921865,0.0,0.38095238095238093,0.0,2081.0,-0.28457599035999404,2592.4206349206347,2658.137806637807,326.9349466983298,62.99,0.07601639904338908,0.4151875982925186,58.36333333333334,12.0,0.0,0.0,10.653753,10.918882,4.772894,3.569493,1.720351,44.51,4501.9,12.0,1.245711,-0.00826724572004034,8.737864,8.759124,8.04878,5.651106,4.822335,4.834606,3.826531,5.630027,8.515255999999999,7.484064333333333,5.363876083333333
2006-02-01,52.24319,47.717967,12.135922,2443.7,247.6459909671571,2087.0,2798.0,711.0,0.10134058639242015,0.2841399137517968,0.19785997560174096,0.2,0.8,0.0,2680.0,-0.16182472989195684,2435.153968253968,2697.6559884559883,169.2809152312478,60.21,0.08997103548153507,0.3238786279683379,60.02,12.0,0.0,0.0,12.135922,11.926192,4.443691,3.797815,1.717888,45.48,4532.25,12.0,1.10685,-0.1462935374499127,10.653753,8.737864,8.759124,6.372549,4.040404,4.822335,3.816794,5.039788,9.383580333333333,8.317838833333333,5.849827583333334
2006-03-01,52.683133,48.440966,13.834951,2598.8260869565215,84.47304689765791,2493.0,2708.0,215.0,0.032504309280881535,-0.07828655834564258,-0.05836866203154145,0.0,0.391304347826087,0.0,2496.0,-0.00045150501672253096,2434.762663906142,2663.536093857833,168.70972915624765,62.06,0.09145269081955676,0.16873822975517894,61.75333333333333,12.0,0.0,0.0,13.834951,11.067721,5.590997,4.384887,1.715432,53.1,4677.9047619047615,12.0,0.859967,-0.15237433722620808,12.135922,10.653753,8.737864,7.334963,3.0,4.040404,4.071247,5.263158,10.509179666666666,9.278401,6.524454083333333
2006-04-01,53.288054,49.163966,14.423077,2465.4444444444443,55.73173372317472,2368.0,2516.0,148.0,0.022605146852430147,-0.05582137161084533,-0.035067522692052266,0.0,0.2222222222222222,0.0,2368.0,0.09005481047925845,2502.656843800322,2547.5387393604783,83.99165263869052,70.26,0.11541514526115271,0.35427910562837317,64.17666666666666,12.0,0.0,0.0,14.423077,6.591961,4.907879,4.734209,1.712984,51.88,4532.476190476191,12.0,0.914554,0.006791841328370518,13.834951,12.135922,10.653753,8.04878,2.463054,3.0,4.591837,5.181347,12.208208666666666,10.361732333333334,7.427366666666667
2006-05-01,53.78299,49.78368,16.144578,2441.8571428571427,45.63253851615721,2364.0,2502.0,138.0,0.018687636436734364,0.030456852791878264,0.017163077408521854,0.0,0.5238095238095238,0.0,2436.0,-0.0007541257694713144,2502.042558086036,2468.598263170002,84.64265351767115,69.78,0.1589436970602891,0.4343268242548819,67.36666666666666,12.0,0.0,0.0,16.144578,5.313731,7.605041,5.320175,1.710542,48.65,3667.4,12.0,0.681473,-0.1908213359810249,14.423077,13.834951,12.135922,8.759124,1.965602,2.463054,4.846939,4.627249,13.464649999999999,11.424115166666667,8.42403525
2006-06-01,54.057954,49.886965,14.184397,2718.4545454545455,130.86151432233973,2478.0,2964.0,486.0,0.04813820210499739,0.19612590799031482,0.07551622418879056,0.0,1.0,0.0,2964.0,0.04603172913279496,2541.918710918711,2488.340687412426,153.3387291439839,68.56,0.10473735095069281,0.2614535418583257,69.53333333333335,12.0,0.0,0.0,14.184397,5.401554,7.381686,6.39371,1.708107,54.35,2746.090909090909,12.0,0.726213,-0.41296562267489423,16.144578,14.423077,13.834951,8.737864,3.170732,1.965602,4.834606,4.591837,14.800868666666666,12.655024166666665,9.605616583333335
2006-07-01,54.277925,50.093536,12.790698,3049.809523809524,154.48256181447118,2849.0,3285.0,436.0,0.050653183619646734,0.10124036205162579,0.09247794386506625,0.0,0.7142857142857143,0.0,3285.0,0.2370222053398403,2736.7070707070707,2619.6819572536965,304.3869090236784,73.67,0.04853401651010536,0.28077190542420016,70.67,12.0,0.0,0.0,12.790698,5.379269,6.188866,6.115819,1.705679,57.52,2220.095238095238,12.0,2.081051,-0.510180496312328,14.184397,16.144578,14.423077,10.653753,5.651106,3.170732,4.822335,3.826531,14.917350666666666,13.562779666666666,10.523422
2006-08-01,54.607882,50.609965,12.903226,3686.7272727272725,122.74137805746638,3337.0,3847.0,510.0,0.03329277404527618,0.15283188492658084,0.030288617987934696,0.09090909090909091,0.7272727272727273,0.0,3847.0,0.5098046515585859,3151.6637806637805,2826.8531693749082,492.10642733512515,73.23,0.049441100601891774,0.14457643013441723,71.82000000000001,12.0,0.0,0.0,12.903226,6.407917,6.598681,6.526437,1.703258,63.98,2206.590909090909,12.0,2.402655,-0.3983228147758878,12.790698,14.184397,16.144578,12.135922,6.372549,5.651106,4.040404,3.816794,14.373224333333333,13.918937166666668,11.118388000000001
2006-09-01,54.992832,50.71325,11.845103,4039.1428571428573,153.33078155226553,3875.0,4279.0,404.0,0.03796121775715706,0.017806451612903285,0.02683382721677674,0.0,0.5238095238095238,0.0,3944.0,0.4858232093292121,3591.8932178932178,3066.905964405965,501.4381662561305,61.96,-0.0962660443407235,-0.015100937847718932,69.62,12.0,0.0,0.0,11.845103,7.727316,6.592764,7.242665,1.700844,62.91,2803.5454545454545,12.0,2.690767,0.020922302777501844,12.903226,12.790698,14.184397,13.834951,7.334963,6.372549,3.0,4.071247,13.292773666666667,14.046821166666666,11.662611083333333
2006-10-01,55.322789,51.023107,11.512415,4027.6363636363635,77.71593294663735,3931.0,4182.0,251.0,0.019295667714269837,0.020475227502527726,0.004671346310217261,0.0,0.5454545454545454,0.0,4037.0,0.32061898692133206,3917.835497835498,3327.271284271284,200.228266317986,57.81,-0.2152843762725668,-0.012470105910488472,64.33333333333333,12.0,0.0,0.0,11.512415,8.431246,7.211866,8.343396,1.698437,58.54,3161.4285714285716,12.0,2.179266,0.42400583415554904,11.845103,12.903226,12.790698,14.423077,8.04878,7.334963,2.463054,4.591837,12.513009000000002,13.715179833333336,12.038456083333335
2006-11-01,55.267796,50.816536,10.067114,4190.090909090909,61.759833680775536,4100.0,4336.0,236.0,0.014739497309421165,0.05756097560975615,0.000998523921160066,0.0,0.7272727272727273,0.0,4336.0,0.13653400404399085,4085.6233766233768,3618.643578643578,90.65428204498292,58.76,-0.19759661340980483,0.06372194062273717,59.51,12.0,0.0,0.0,10.067114,8.185602,8.07122,8.023461,1.696036,55.24,2915.5,12.0,1.942944,0.3212689257390051,11.512415,11.845103,12.903226,16.144578,8.759124,8.04878,1.965602,4.846939,12.086914666666667,13.230069499999999,12.327092333333333
2006-12-01,55.322789,50.71325,9.598214,4335.8125,43.743523330126635,4270.0,4407.0,137.0,0.010088887222435618,0.006408789196612474,0.004699311271627815,0.0,0.6875,0.0,4397.0,0.07344866308269071,4184.513257575757,3888.2032377344876,154.16376164105182,62.47,0.008231116849580333,0.0986633837495603,59.68,12.0,0.0,0.0,9.598214,9.791994,8.444227,6.942427,1.693642,56.86,2600.0,12.0,3.447806,-0.07260287298550538,10.067114,11.512415,11.845103,14.184397,8.737864,8.759124,3.170732,4.834606,11.141544000000001,12.217158833333334,12.436091500000002
2007-01-01,55.707739,51.229679,8.533917,4461.681818181818,127.61787692491406,4225.0,4647.0,422.0,0.028603087832229077,-0.044333861117394235,-0.041885676741130085,0.0,0.5,0.0,4225.0,0.10776679306608883,4329.195075757576,4123.515286796536,135.91632794813572,53.68,-0.07144092717522921,-0.14780123829179237,58.303333333333335,12.0,0.0,0.0,8.533917,6.168138,8.709328,7.715413,1.691255,62.99,2261.7619047619046,12.0,3.569493,-0.28457599035999404,9.598214,10.067114,11.512415,12.790698,10.653753,8.737864,5.651106,4.822335,10.392581,11.452795,12.507787333333333
2007-02-01,56.037696,51.746107,8.441558,4397.75,147.44771597881203,4219.0,4765.0,546.0,0.03352798953528782,0.1294145532116615,0.045339277009037504,0.0,0.85,0.0,4765.0,0.04955956694365504,4398.414772727273,4242.019074675324,62.937292259583934,57.56,-0.02042205582028589,-0.044012622487958786,57.903333333333336,12.0,0.0,0.0,8.441558,4.149294,9.485265,7.343752,1.688875,60.21,2443.7,12.0,3.797815,-0.16182472989195684,8.533917,9.598214,10.067114,12.903226,12.135922,10.653753,6.372549,4.040404,9.399748333333333,10.743331500000002,12.331134333333333
2007-03-01,56.092689,52.469106,8.315565,5123.136363636364,183.1401481183573,4818.0,5388.0,570.0,0.035747662197374304,0.11830635118306354,0.06136035261627382,0.0,0.8636363636363636,0.0,5388.0,0.18158623409945984,4660.856060606061,4422.684659090909,401.620627298131,62.05,-0.006723227149031508,-0.00016113438607812114,57.76333333333333,12.0,0.0,0.0,8.315565,3.072616,9.531437,7.519754,1.686501,62.06,2598.8260869565215,12.0,4.384887,-0.00045150501672253096,8.441558,8.533917,9.598214,11.845103,13.834951,12.135922,7.334963,3.0,8.857896333333334,9.999720166666668,12.023270666666669
2007-04-01,56.587624,53.08882,7.983193,5753.684210526316,285.96387740637203,5417.0,6248.0,831.0,0.0497010032082059,0.15340594424958454,0.07630820248215109,0.0,0.9473684210526315,0.0,6248.0,0.2895774385074825,5091.523524720894,4710.3593002392345,678.5196566844029,67.49,0.2572652757078986,-0.03942499288357548,62.36666666666667,12.0,0.0,0.0,7.983193,2.656436,11.409228,8.420508,1.684135,70.26,2465.4444444444443,12.0,4.734209,0.09005481047925845,8.315565,8.441558,8.533917,11.512415,14.423077,13.834951,8.04878,2.463054,8.430346666666667,9.411463833333334,11.563321833333333
2007-05-01,57.192545,54.121676,8.713693,6402.238095238095,214.78335707449605,5971.0,6688.0,717.0,0.033548167668779647,-0.04540367705835335,-0.016865041666490832,0.0,0.47619047619047616,0.0,5971.0,0.4557985549970087,5759.686223133592,5079.050497930432,639.5719881789146,67.21,0.1676511466296038,-0.036830037259959925,65.58333333333333,12.0,0.0,0.0,8.713693,2.7774,11.991069,9.035982,1.681774,69.78,2441.8571428571427,12.0,5.320175,-0.0007541257694713144,7.983193,8.315565,8.441558,10.067114,16.144578,14.423077,8.759124,1.965602,8.246772,8.823260166666666,11.026664833333333
2007-06-01,57.577495,55.670961,11.594203,5772.142857142857,342.95995184777564,5254.0,6278.0,1024.0,0.05941640051811483,0.049306368042787874,0.023733753822629877,0.09523809523809523,0.5714285714285714,0.0,6278.0,0.12668147935961493,5976.021720969089,5318.4388907875755,369.22957449259104,71.05,0.14504431909750193,0.036318553092181904,68.58333333333333,12.0,0.0,0.0,11.594203,5.387426,11.915572,9.142039,1.679421,68.56,2718.4545454545455,12.0,6.39371,0.04603172913279496,8.713693,7.983193,8.315565,9.598214,14.184397,16.144578,8.737864,3.170732,8.337483666666666,8.59769,10.407424416666666
2007-07-01,58.402388,56.600532,12.989691,6572.136363636364,243.5918317995916,6201.0,6967.0,766.0,0.03706433012366959,0.10517131979695438,0.0576420059219267,0.0,0.6363636363636364,0.0,6967.0,0.14224836177360878,6248.839105339105,5670.1813150299995,421.4805335771201,76.93,0.13987257371462447,0.04425139133975842,71.73,12.0,0.0,0.0,12.989691,7.197933,13.169324,9.783714,1.677074,73.67,3049.809523809524,12.0,6.115819,0.2370222053398403,11.594203,8.713693,7.983193,8.533917,12.790698,14.184397,10.653753,5.651106,9.430363,8.930354833333332,10.191574916666667
2007-08-01,58.567366,57.013674,12.653061,7195.090909090909,215.9201592059323,6917.0,7702.0,785.0,0.030009371936235,0.1013871013871015,0.04882215894382602,0.0,0.6818181818181818,0.0,7702.0,0.12383994504086426,6513.123376623375,6136.4047998784845,713.3072193051329,70.76,0.05281952090462738,-0.03372934589649046,72.91333333333334,12.0,0.0,0.0,12.653061,6.925174,13.539398,10.772167,1.674733,73.23,3686.7272727272725,12.0,6.526437,0.5098046515585859,12.989691,11.594203,8.713693,8.441558,12.903226,12.790698,12.135922,6.372549,11.099195666666667,9.672983833333333,10.208157666666667
2007-09-01,58.732345,57.11696,12.627291,8574.05,486.2908459369816,7783.0,9474.0,1691.0,0.05671658620336733,0.21726840549916493,0.07936411699083279,0.05,0.75,0.0,9474.0,0.48541888380150966,7447.092424242425,6711.557072605757,1024.4721199689352,77.17,0.08613652357494739,0.24548095545513227,74.95333333333333,12.0,0.0,0.0,12.627291,7.2724,13.265384,11.652687,1.672399,61.96,4039.1428571428573,12.0,7.242665,0.4858232093292121,12.653061,12.989691,11.594203,8.315565,11.845103,12.903226,13.834951,7.334963,12.412318333333333,10.374901,10.187310583333334
2007-10-01,59.337266,57.633388,12.955466,10425.91304347826,585.3540430638755,9513.0,11033.0,1520.0,0.056144151655862215,0.11733249449512417,0.09224403439987583,0.043478260869565216,0.7391304347826086,0.0,10656.0,0.5863811197169988,8731.68465085639,7490.261878097747,1621.1691547690973,82.34,0.07032367086962177,0.42432105172115553,76.75666666666667,12.0,0.0,0.0,12.955466,7.096731,13.124557,12.133226,1.670071,57.81,4027.6363636363635,12.0,8.343396,0.32061898692133206,12.627291,12.653061,12.989691,7.983193,11.512415,11.845103,14.423077,8.04878,12.756681,11.093522,10.252492916666666
2007-11-01,59.502244,58.459673,15.04065,10542.681818181818,362.8065713642853,9897.0,11039.0,1142.0,0.034413119699637736,-0.035062848502031896,-0.04312170428179707,0.0,0.4090909090909091,0.0,10210.0,0.46526040482146924,9847.548287220025,8180.3358319217,1104.42616428201,92.41,0.3059638213680045,0.5726684819605175,83.97333333333333,12.0,0.0,0.0,15.04065,7.98178,13.376231,12.831588,1.66775,58.76,4190.090909090909,12.0,8.023461,0.13653400404399085,12.955466,12.627291,12.653061,8.713693,10.067114,11.512415,16.144578,8.759124,12.745272666666665,11.922234166666668,10.372747166666667
2007-12-01,59.832201,58.562959,15.478615,9854.125,350.6011741756341,9143.0,10285.0,1142.0,0.03557912794648273,-0.10973709834469325,-0.05729606275755916,0.0,0.25,0.0,9143.0,0.14929642351047656,10274.239953886694,8860.666189064557,368.4849624419292,90.93,0.17830763249967618,0.45557867776532746,88.56,12.0,0.0,0.0,15.478615,7.475957,13.051299,13.119011,1.665436,62.47,4335.8125,12.0,6.942427,0.07344866308269071,15.04065,12.955466,12.627291,11.594203,9.598214,10.067114,14.184397,8.737864,13.541135666666667,12.976726999999999,10.7872085
2008-01-01,60.38213,60.525386,18.145161,7169.818181818182,1210.888128856692,5615.0,8891.0,3276.0,0.16888686688420668,-0.31931166347992357,-0.2629583612093409,0.36363636363636365,0.18181818181818182,0.0,6052.0,-0.31230788594547787,9188.875,8960.279825428193,1782.1252619417671,92.18,0.1195044935632743,0.7172131147540985,91.83999999999999,12.0,0.0,0.0,18.145161,10.630013,15.037723,13.198402,1.663128,53.68,4461.681818181818,12.0,7.715413,0.10776679306608883,15.478615,15.04065,12.955466,12.989691,8.533917,9.598214,12.790698,10.653753,14.491577,13.624129000000002,11.277241916666666
